BBB000BB,0,0,0.000000
BBB00000,0,0,0.000000
BBB01000,0,1,0.000000
BBB00010,0,1,0.000000
BBB11000,0,2,0.000000
BBB00011,0,2,0.000000
BBB01110,0,3,0.000000
00011010,0,3,0.000000
10000111,0,4,0.000000
11101000,0,4,0.000000
BBB11111,0,5,0.000000
BBB11111,0,5,0.000000
00111111,0,6,0.000000
21100011,0,6,0.000000
00111121,0,7,0.000000
11001121,0,7,0.000000
11111111,0,8,0.000000
11111111,0,8,0.000000
B13221BB,0,9,0.000000
20101023,0,9,0.000000
11112211,0,10,0.000000
22111111,0,10,0.000000
11112221,0,11,0.000000
11123111,0,11,0.000000
11322111,0,12,0.000000
21111123,0,12,0.000000
32112211,0,13,0.000000
11123221,0,13,0.000000
23211221,0,14,0.000000
22212221,0,14,0.000000
21112233,0,15,0.000000
22223211,0,15,0.000000
11124331,0,16,0.000000
22333111,0,16,0.000000
12322232,0,17,0.000000
31222232,0,17,0.000000
32323122,0,18,0.000000
12322242,0,18,0.000000
32212243,0,19,0.000000
33532111,0,19,0.000000
33423221,0,20,0.000000
32223332,0,20,0.000000
22223352,0,21,0.000000
32334231,0,21,0.000000
31235332,0,22,0.000000
31323343,0,22,0.000000
33533222,0,23,0.000000
42213443,0,23,0.000000
33423243,0,24,0.000000
53213343,0,24,0.000000
44423233,0,25,0.000000
32335342,0,25,0.000000
53543123,0,26,0.000000
43314344,0,26,0.000000
43335342,0,27,0.000000
52223364,0,27,0.000000
54633232,0,28,0.000000
44423452,0,28,0.000000
54633233,0,29,0.000000
43544243,0,29,0.000000
54523344,0,30,0.000000
43325454,0,30,0.000000
63323464,0,31,0.000000
44536333,0,31,0.000000
53434364,0,32,0.000000
54535343,0,32,0.000000
64523364,0,33,0.000000
63424464,0,33,0.000000
54536443,0,34,0.000000
63546343,0,34,0.000000
44546463,0,36,0.000000
BBB*1100,1,2,0.000000
BBB0011*,1,2,0.000000
01*11000,1,3,0.000000
100001*1,1,3,0.000000
1*110001,1,4,0.000000
00011*11,1,4,0.000000
*1001111,1,5,0.000000
1111*100,1,5,0.000000
1*111101,1,6,0.000000
11011*11,1,6,0.000000
011*3200,1,7,0.000000
2110012*,1,7,0.000000
*1011122,1,8,0.000000
1*111121,1,8,0.000000
112*2111,1,9,0.000000
1111122*,1,9,0.000000
21011*32,1,10,0.000000
232*2100,1,10,0.000000
1112*321,1,11,0.000000
211112*3,1,11,0.000000
23*22111,1,12,0.000000
1*223211,1,12,0.000000
123*3211,1,13,0.000000
3311122*,1,13,0.000000
2211332*,1,14,0.000000
233*2211,1,14,0.000000
1124*331,1,15,0.000000
33*31122,1,15,0.000000
21123*43,1,16,0.000000
333212*2,1,16,0.000000
3212333*,1,17,0.000000
21233*33,1,17,0.000000
334*2222,1,18,0.000000
4321233*,1,18,0.000000
332*3323,1,19,0.000000
344*2222,1,19,0.000000
2*333333,1,20,0.000000
23344*22,1,20,0.000000
443*3322,1,21,0.000000
32244*33,1,21,0.000000
32134*54,1,22,0.000000
5332234*,1,22,0.000000
3*434432,1,23,0.000000
33333*44,1,23,0.000000
4*334433,1,24,0.000000
4333533*,1,24,0.000000
31235*65,1,25,0.000000
545*3233,1,25,0.000000
455*4332,1,26,0.000000
5*554223,1,26,0.000000
4442544*,1,27,0.000000
5442345*,1,27,0.000000
533*4454,1,28,0.000000
444*6532,1,28,0.000000
6*544334,1,29,0.000000
5452445*,1,29,0.000000
535455*3,1,30,0.000000
44545*53,1,30,0.000000
645*5344,1,31,0.000000
655*4443,1,31,0.000000
